Product,Price,Date,Category
Tomato,33.32,2024-05-22,Vegetable
Potato,51.12,2024-05-22,Vegetable
Onion,51.19,2024-05-22,Vegetable
Carrot,32.39,2024-05-22,Vegetable
Cabbage,35.93,2024-05-22,Vegetable
Apple,56.8,2024-05-22,Fruit
Banana,41.8,2024-05-22,Fruit
Orange,65.41,2024-05-22,Fruit
Mango,58.36,2024-05-22,Fruit
Grapes,50.04,2024-05-22,Fruit
Tomato,32.67,2024-05-23,Vegetable
Potato,34.27,2024-05-23,Vegetable
Onion,26.32,2024-05-23,Vegetable
Carrot,32.49,2024-05-23,Vegetable
Cabbage,22.55,2024-05-23,Vegetable
Apple,102.64,2024-05-23,Fruit
Banana,55.27,2024-05-23,Fruit
Orange,55.53,2024-05-23,Fruit
Mango,97.02,2024-05-23,Fruit
Grapes,106.31,2024-05-23,Fruit
Tomato,50.69,2024-05-24,Vegetable
Potato,47.38,2024-05-24,Vegetable
Onion,38.54,2024-05-24,Vegetable
Carrot,49.9,2024-05-24,Vegetable
Cabbage,33.23,2024-05-24,Vegetable
Apple,67.95,2024-05-24,Fruit
Banana,112.07,2024-05-24,Fruit
Orange,106.01,2024-05-24,Fruit
Mango,90.9,2024-05-24,Fruit
Grapes,67.11,2024-05-24,Fruit
Tomato,21.38,2024-05-25,Vegetable
Potato,20.58,2024-05-25,Vegetable
Onion,53.04,2024-05-25,Vegetable
Carrot,26.4,2024-05-25,Vegetable
Cabbage,55.89,2024-05-25,Vegetable
Apple,83.94,2024-05-25,Fruit
Banana,72.78,2024-05-25,Fruit
Orange,106.18,2024-05-25,Fruit
Mango,90.72,2024-05-25,Fruit
Grapes,107.02,2024-05-25,Fruit
Tomato,41.8,2024-05-26,Vegetable
Potato,47.97,2024-05-26,Vegetable
Onion,55.63,2024-05-26,Vegetable
Carrot,31.72,2024-05-26,Vegetable
Cabbage,29.39,2024-05-26,Vegetable
Apple,77.11,2024-05-26,Fruit
Banana,50.43,2024-05-26,Fruit
Orange,99.95,2024-05-26,Fruit
Mango,109.22,2024-05-26,Fruit
Grapes,70.45,2024-05-26,Fruit
Tomato,50.96,2024-05-27,Vegetable
Potato,32.52,2024-05-27,Vegetable
Onion,38.46,2024-05-27,Vegetable
Carrot,39.96,2024-05-27,Vegetable
Cabbage,26.12,2024-05-27,Vegetable
Apple,97.51,2024-05-27,Fruit
Banana,82.22,2024-05-27,Fruit
Orange,90.51,2024-05-27,Fruit
Mango,71.55,2024-05-27,Fruit
Grapes,58.09,2024-05-27,Fruit
Tomato,45.91,2024-05-28,Vegetable
Potato,50.59,2024-05-28,Vegetable
Onion,29.79,2024-05-28,Vegetable
Carrot,50.34,2024-05-28,Vegetable
Cabbage,42.21,2024-05-28,Vegetable
Apple,52.17,2024-05-28,Fruit
Banana,60.77,2024-05-28,Fruit
Orange,114.3,2024-05-28,Fruit
Mango,47.85,2024-05-28,Fruit
Grapes,46.46,2024-05-28,Fruit
Tomato,26.99,2024-05-29,Vegetable
Potato,50.14,2024-05-29,Vegetable
Onion,32.69,2024-05-29,Vegetable
Carrot,52.39,2024-05-29,Vegetable
Cabbage,46.42,2024-05-29,Vegetable
Apple,108.54,2024-05-29,Fruit
Banana,94.37,2024-05-29,Fruit
Orange,91.32,2024-05-29,Fruit
Mango,45,2024-05-29,Fruit
Grapes,66.26,2024-05-29,Fruit
Tomato,26.12,2024-05-30,Vegetable
Potato,57.26,2024-05-30,Vegetable
Onion,43.03,2024-05-30,Vegetable
Carrot,24.58,2024-05-30,Vegetable
Cabbage,39.89,2024-05-30,Vegetable
Apple,50.69,2024-05-30,Fruit
Banana,117.67,2024-05-30,Fruit
Orange,114.15,2024-05-30,Fruit
Mango,57.9,2024-05-30,Fruit
Grapes,55.64,2024-05-30,Fruit
Tomato,45.42,2024-05-31,Vegetable
Potato,55.77,2024-05-31,Vegetable
Onion,50.05,2024-05-31,Vegetable
Carrot,54.64,2024-05-31,Vegetable
Cabbage,50.07,2024-05-31,Vegetable
Apple,54.91,2024-05-31,Fruit
Banana,99.25,2024-05-31,Fruit
Orange,43.6,2024-05-31,Fruit
Mango,110.27,2024-05-31,Fruit
Grapes,105.15,2024-05-31,Fruit
Tomato,44.01,2024-06-01,Vegetable
Potato,55.52,2024-06-01,Vegetable
Onion,23.24,2024-06-01,Vegetable
Carrot,20.16,2024-06-01,Vegetable
Cabbage,49.19,2024-06-01,Vegetable
Apple,62.31,2024-06-01,Fruit
Banana,60.74,2024-06-01,Fruit
Orange,54.81,2024-06-01,Fruit
Mango,64.49,2024-06-01,Fruit
Grapes,45.12,2024-06-01,Fruit
Tomato,54.58,2024-06-02,Vegetable
Potato,27.8,2024-06-02,Vegetable
Onion,21.18,2024-06-02,Vegetable
Carrot,38.47,2024-06-02,Vegetable
Cabbage,20.39,2024-06-02,Vegetable
Apple,73.63,2024-06-02,Fruit
Banana,52.35,2024-06-02,Fruit
Orange,52.09,2024-06-02,Fruit
Mango,119.72,2024-06-02,Fruit
Grapes,47.52,2024-06-02,Fruit
Tomato,30.77,2024-06-03,Vegetable
Potato,40.82,2024-06-03,Vegetable
Onion,20.29,2024-06-03,Vegetable
Carrot,39,2024-06-03,Vegetable
Cabbage,49.54,2024-06-03,Vegetable
Apple,113.45,2024-06-03,Fruit
Banana,63.95,2024-06-03,Fruit
Orange,105.35,2024-06-03,Fruit
Mango,112.08,2024-06-03,Fruit
Grapes,61.62,2024-06-03,Fruit
Tomato,46.74,2024-06-04,Vegetable
Potato,20.74,2024-06-04,Vegetable
Onion,22.01,2024-06-04,Vegetable
Carrot,49.31,2024-06-04,Vegetable
Cabbage,37.97,2024-06-04,Vegetable
Apple,81.99,2024-06-04,Fruit
Banana,92.43,2024-06-04,Fruit
Orange,60.83,2024-06-04,Fruit
Mango,98.16,2024-06-04,Fruit
Grapes,99.79,2024-06-04,Fruit
Tomato,50.63,2024-06-05,Vegetable
Potato,47.44,2024-06-05,Vegetable
Onion,59.08,2024-06-05,Vegetable
Carrot,46.13,2024-06-05,Vegetable
Cabbage,27.26,2024-06-05,Vegetable
Apple,78.62,2024-06-05,Fruit
Banana,71.08,2024-06-05,Fruit
Orange,53.22,2024-06-05,Fruit
Mango,45.22,2024-06-05,Fruit
Grapes,49.44,2024-06-05,Fruit
Tomato,26.92,2024-06-06,Vegetable
Potato,32.92,2024-06-06,Vegetable
Onion,20.85,2024-06-06,Vegetable
Carrot,50.01,2024-06-06,Vegetable
Cabbage,51.23,2024-06-06,Vegetable
Apple,74.74,2024-06-06,Fruit
Banana,83.76,2024-06-06,Fruit
Orange,58.65,2024-06-06,Fruit
Mango,57.63,2024-06-06,Fruit
Grapes,117.58,2024-06-06,Fruit
Tomato,30.07,2024-06-07,Vegetable
Potato,52.2,2024-06-07,Vegetable
Onion,53.59,2024-06-07,Vegetable
Carrot,39.32,2024-06-07,Vegetable
Cabbage,37.91,2024-06-07,Vegetable
Apple,46.86,2024-06-07,Fruit
Banana,106.88,2024-06-07,Fruit
Orange,84.21,2024-06-07,Fruit
Mango,89.74,2024-06-07,Fruit
Grapes,109.89,2024-06-07,Fruit
Tomato,53.93,2024-06-08,Vegetable
Potato,20.32,2024-06-08,Vegetable
Onion,36.73,2024-06-08,Vegetable
Carrot,39.4,2024-06-08,Vegetable
Cabbage,57.17,2024-06-08,Vegetable
Apple,117.53,2024-06-08,Fruit
Banana,64.73,2024-06-08,Fruit
Orange,114.37,2024-06-08,Fruit
Mango,78.99,2024-06-08,Fruit
Grapes,119.57,2024-06-08,Fruit
Tomato,54.28,2024-06-09,Vegetable
Potato,24.14,2024-06-09,Vegetable
Onion,44.2,2024-06-09,Vegetable
Carrot,26.16,2024-06-09,Vegetable
Cabbage,52.45,2024-06-09,Vegetable
Apple,89.26,2024-06-09,Fruit
Banana,117.91,2024-06-09,Fruit
Orange,75.38,2024-06-09,Fruit
Mango,84.86,2024-06-09,Fruit
Grapes,57.05,2024-06-09,Fruit
Tomato,21.96,2024-06-10,Vegetable
Potato,57.16,2024-06-10,Vegetable
Onion,26.2,2024-06-10,Vegetable
Carrot,36.32,2024-06-10,Vegetable
Cabbage,30.73,2024-06-10,Vegetable
Apple,104.04,2024-06-10,Fruit
Banana,109.9,2024-06-10,Fruit
Orange,60.77,2024-06-10,Fruit
Mango,90.9,2024-06-10,Fruit
Grapes,83.24,2024-06-10,Fruit
Tomato,29.2,2024-06-11,Vegetable
Potato,43.27,2024-06-11,Vegetable
Onion,57.58,2024-06-11,Vegetable
Carrot,21.93,2024-06-11,Vegetable
Cabbage,49.91,2024-06-11,Vegetable
Apple,75.52,2024-06-11,Fruit
Banana,82.89,2024-06-11,Fruit
Orange,99.31,2024-06-11,Fruit
Mango,57.92,2024-06-11,Fruit
Grapes,42.45,2024-06-11,Fruit
Tomato,47.6,2024-06-12,Vegetable
Potato,49.31,2024-06-12,Vegetable
Onion,43.51,2024-06-12,Vegetable
Carrot,45.49,2024-06-12,Vegetable
Cabbage,45.83,2024-06-12,Vegetable
Apple,44.63,2024-06-12,Fruit
Banana,50.21,2024-06-12,Fruit
Orange,45.33,2024-06-12,Fruit
Mango,51.14,2024-06-12,Fruit
Grapes,41.84,2024-06-12,Fruit
Tomato,56.37,2024-06-13,Vegetable
Potato,49.87,2024-06-13,Vegetable
Onion,53.21,2024-06-13,Vegetable
Carrot,39.17,2024-06-13,Vegetable
Cabbage,29.34,2024-06-13,Vegetable
Apple,68.22,2024-06-13,Fruit
Banana,81.19,2024-06-13,Fruit
Orange,70.82,2024-06-13,Fruit
Mango,66.82,2024-06-13,Fruit
Grapes,51.71,2024-06-13,Fruit
Tomato,47.65,2024-06-14,Vegetable
Potato,59.98,2024-06-14,Vegetable
Onion,25.83,2024-06-14,Vegetable
Carrot,22.99,2024-06-14,Vegetable
Cabbage,23.27,2024-06-14,Vegetable
Apple,109.01,2024-06-14,Fruit
Banana,111.58,2024-06-14,Fruit
Orange,58.06,2024-06-14,Fruit
Mango,86.88,2024-06-14,Fruit
Grapes,61.48,2024-06-14,Fruit
Tomato,24.82,2024-06-15,Vegetable
Potato,45.51,2024-06-15,Vegetable
Onion,29.48,2024-06-15,Vegetable
Carrot,37.92,2024-06-15,Vegetable
Cabbage,35.89,2024-06-15,Vegetable
Apple,59.43,2024-06-15,Fruit
Banana,74.12,2024-06-15,Fruit
Orange,87.62,2024-06-15,Fruit
Mango,85.28,2024-06-15,Fruit
Grapes,93.68,2024-06-15,Fruit
Tomato,27.76,2024-06-16,Vegetable
Potato,28.31,2024-06-16,Vegetable
Onion,23.77,2024-06-16,Vegetable
Carrot,29.75,2024-06-16,Vegetable
Cabbage,49.92,2024-06-16,Vegetable
Apple,86.4,2024-06-16,Fruit
Banana,60.87,2024-06-16,Fruit
Orange,63.3,2024-06-16,Fruit
Mango,115.35,2024-06-16,Fruit
Grapes,54.67,2024-06-16,Fruit
Tomato,22.98,2024-06-17,Vegetable
Potato,55.22,2024-06-17,Vegetable
Onion,55.28,2024-06-17,Vegetable
Carrot,31.97,2024-06-17,Vegetable
Cabbage,47.88,2024-06-17,Vegetable
Apple,43.98,2024-06-17,Fruit
Banana,49.55,2024-06-17,Fruit
Orange,56.92,2024-06-17,Fruit
Mango,110.71,2024-06-17,Fruit
Grapes,43.1,2024-06-17,Fruit
Tomato,52.62,2024-06-18,Vegetable
Potato,43.97,2024-06-18,Vegetable
Onion,23.33,2024-06-18,Vegetable
Carrot,37.74,2024-06-18,Vegetable
Cabbage,32.55,2024-06-18,Vegetable
Apple,68.5,2024-06-18,Fruit
Banana,40.59,2024-06-18,Fruit
Orange,68.04,2024-06-18,Fruit
Mango,65.55,2024-06-18,Fruit
Grapes,117.11,2024-06-18,Fruit
Tomato,36.41,2024-06-19,Vegetable
Potato,59.39,2024-06-19,Vegetable
Onion,46.25,2024-06-19,Vegetable
Carrot,44.31,2024-06-19,Vegetable
Cabbage,45.02,2024-06-19,Vegetable
Apple,50.75,2024-06-19,Fruit
Banana,88.18,2024-06-19,Fruit
Orange,68.97,2024-06-19,Fruit
Mango,94.89,2024-06-19,Fruit
Grapes,64.68,2024-06-19,Fruit
Tomato,41.44,2024-06-20,Vegetable
Potato,40.68,2024-06-20,Vegetable
Onion,31.02,2024-06-20,Vegetable
Carrot,47.95,2024-06-20,Vegetable
Cabbage,52.66,2024-06-20,Vegetable
Apple,47.15,2024-06-20,Fruit
Banana,46.9,2024-06-20,Fruit
Orange,79.72,2024-06-20,Fruit
Mango,106.75,2024-06-20,Fruit
Grapes,111.14,2024-06-20,Fruit
Tomato,45.24,2024-06-21,Vegetable
Potato,28,2024-06-21,Vegetable
Onion,56.16,2024-06-21,Vegetable
Carrot,32.44,2024-06-21,Vegetable
Cabbage,35.02,2024-06-21,Vegetable
Apple,104.15,2024-06-21,Fruit
Banana,50.8,2024-06-21,Fruit
Orange,43.93,2024-06-21,Fruit
Mango,88.3,2024-06-21,Fruit
Grapes,47.62,2024-06-21,Fruit
Tomato,27.46,2024-06-22,Vegetable
Potato,37.45,2024-06-22,Vegetable
Onion,49.29,2024-06-22,Vegetable
Carrot,31.1,2024-06-22,Vegetable
Cabbage,40.72,2024-06-22,Vegetable
Apple,83.33,2024-06-22,Fruit
Banana,46.42,2024-06-22,Fruit
Orange,116.64,2024-06-22,Fruit
Mango,110.01,2024-06-22,Fruit
Grapes,85.06,2024-06-22,Fruit
Tomato,40.49,2024-06-23,Vegetable
Potato,27.84,2024-06-23,Vegetable
Onion,59.7,2024-06-23,Vegetable
Carrot,42.71,2024-06-23,Vegetable
Cabbage,48.19,2024-06-23,Vegetable
Apple,70.39,2024-06-23,Fruit
Banana,79.69,2024-06-23,Fruit
Orange,67.57,2024-06-23,Fruit
Mango,67.09,2024-06-23,Fruit
Grapes,100.93,2024-06-23,Fruit
Tomato,46.59,2024-06-24,Vegetable
Potato,34.81,2024-06-24,Vegetable
Onion,35.08,2024-06-24,Vegetable
Carrot,25.95,2024-06-24,Vegetable
Cabbage,39.17,2024-06-24,Vegetable
Apple,104.84,2024-06-24,Fruit
Banana,91.17,2024-06-24,Fruit
Orange,104.88,2024-06-24,Fruit
Mango,117.25,2024-06-24,Fruit
Grapes,111.26,2024-06-24,Fruit
Tomato,30.44,2024-06-25,Vegetable
Potato,26.44,2024-06-25,Vegetable
Onion,37.21,2024-06-25,Vegetable
Carrot,40.72,2024-06-25,Vegetable
Cabbage,52.19,2024-06-25,Vegetable
Apple,72.33,2024-06-25,Fruit
Banana,96.88,2024-06-25,Fruit
Orange,100.86,2024-06-25,Fruit
Mango,112.96,2024-06-25,Fruit
Grapes,102.95,2024-06-25,Fruit
Tomato,46.65,2024-06-26,Vegetable
Potato,23.66,2024-06-26,Vegetable
Onion,49.58,2024-06-26,Vegetable
Carrot,38.87,2024-06-26,Vegetable
Cabbage,37.76,2024-06-26,Vegetable
Apple,111.64,2024-06-26,Fruit
Banana,88.59,2024-06-26,Fruit
Orange,69.71,2024-06-26,Fruit
Mango,51.52,2024-06-26,Fruit
Grapes,76,2024-06-26,Fruit
Tomato,23.52,2024-06-27,Vegetable
Potato,32.29,2024-06-27,Vegetable
Onion,36.16,2024-06-27,Vegetable
Carrot,36.15,2024-06-27,Vegetable
Cabbage,32.53,2024-06-27,Vegetable
Apple,77.24,2024-06-27,Fruit
Banana,49.59,2024-06-27,Fruit
Orange,105.37,2024-06-27,Fruit
Mango,72.99,2024-06-27,Fruit
Grapes,81.56,2024-06-27,Fruit
Tomato,42.68,2024-06-28,Vegetable
Potato,35.44,2024-06-28,Vegetable
Onion,20.63,2024-06-28,Vegetable
Carrot,28.11,2024-06-28,Vegetable
Cabbage,22.76,2024-06-28,Vegetable
Apple,45.29,2024-06-28,Fruit
Banana,42.94,2024-06-28,Fruit
Orange,95.92,2024-06-28,Fruit
Mango,78.97,2024-06-28,Fruit
Grapes,92.88,2024-06-28,Fruit
Tomato,34.08,2024-06-29,Vegetable
Potato,20.43,2024-06-29,Vegetable
Onion,26.99,2024-06-29,Vegetable
Carrot,39.13,2024-06-29,Vegetable
Cabbage,45.45,2024-06-29,Vegetable
Apple,54.43,2024-06-29,Fruit
Banana,97.97,2024-06-29,Fruit
Orange,69.53,2024-06-29,Fruit
Mango,105.06,2024-06-29,Fruit
Grapes,63.56,2024-06-29,Fruit
Tomato,38.85,2024-06-30,Vegetable
Potato,50.37,2024-06-30,Vegetable
Onion,44.9,2024-06-30,Vegetable
Carrot,26.36,2024-06-30,Vegetable
Cabbage,28.22,2024-06-30,Vegetable
Apple,83.13,2024-06-30,Fruit
Banana,65.31,2024-06-30,Fruit
Orange,46.15,2024-06-30,Fruit
Mango,91.79,2024-06-30,Fruit
Grapes,60.17,2024-06-30,Fruit
Tomato,41.71,2024-07-01,Vegetable
Potato,50.87,2024-07-01,Vegetable
Onion,41.55,2024-07-01,Vegetable
Carrot,42.4,2024-07-01,Vegetable
Cabbage,50.47,2024-07-01,Vegetable
Apple,88.62,2024-07-01,Fruit
Banana,58,2024-07-01,Fruit
Orange,93.27,2024-07-01,Fruit
Mango,100.61,2024-07-01,Fruit
Grapes,60.78,2024-07-01,Fruit
Tomato,38.31,2024-07-02,Vegetable
Potato,49.57,2024-07-02,Vegetable
Onion,33.2,2024-07-02,Vegetable
Carrot,35.17,2024-07-02,Vegetable
Cabbage,52.81,2024-07-02,Vegetable
Apple,52.13,2024-07-02,Fruit
Banana,79.73,2024-07-02,Fruit
Orange,115.32,2024-07-02,Fruit
Mango,96.77,2024-07-02,Fruit
Grapes,42.59,2024-07-02,Fruit
Tomato,46.05,2024-07-03,Vegetable
Potato,59.44,2024-07-03,Vegetable
Onion,51.45,2024-07-03,Vegetable
Carrot,29.57,2024-07-03,Vegetable
Cabbage,39.98,2024-07-03,Vegetable
Apple,67.45,2024-07-03,Fruit
Banana,75.72,2024-07-03,Fruit
Orange,46.3,2024-07-03,Fruit
Mango,105.38,2024-07-03,Fruit
Grapes,118.17,2024-07-03,Fruit
Tomato,21.24,2024-07-04,Vegetable
Potato,34.15,2024-07-04,Vegetable
Onion,26.85,2024-07-04,Vegetable
Carrot,21.25,2024-07-04,Vegetable
Cabbage,25.8,2024-07-04,Vegetable
Apple,81.08,2024-07-04,Fruit
Banana,78.28,2024-07-04,Fruit
Orange,104.68,2024-07-04,Fruit
Mango,83.35,2024-07-04,Fruit
Grapes,53.11,2024-07-04,Fruit
Tomato,23.35,2024-07-05,Vegetable
Potato,31.23,2024-07-05,Vegetable
Onion,33.96,2024-07-05,Vegetable
Carrot,21.17,2024-07-05,Vegetable
Cabbage,42.09,2024-07-05,Vegetable
Apple,93.87,2024-07-05,Fruit
Banana,63.87,2024-07-05,Fruit
Orange,113.74,2024-07-05,Fruit
Mango,119.15,2024-07-05,Fruit
Grapes,48.66,2024-07-05,Fruit
Tomato,31.37,2024-07-06,Vegetable
Potato,46.69,2024-07-06,Vegetable
Onion,50.88,2024-07-06,Vegetable
Carrot,55.34,2024-07-06,Vegetable
Cabbage,36.8,2024-07-06,Vegetable
Apple,67.79,2024-07-06,Fruit
Banana,42.17,2024-07-06,Fruit
Orange,70.01,2024-07-06,Fruit
Mango,97.15,2024-07-06,Fruit
Grapes,77.63,2024-07-06,Fruit
Tomato,25.67,2024-07-07,Vegetable
Potato,21.98,2024-07-07,Vegetable
Onion,49.58,2024-07-07,Vegetable
Carrot,21.49,2024-07-07,Vegetable
Cabbage,30.91,2024-07-07,Vegetable
Apple,96.24,2024-07-07,Fruit
Banana,69.25,2024-07-07,Fruit
Orange,60.39,2024-07-07,Fruit
Mango,102.64,2024-07-07,Fruit
Grapes,57.54,2024-07-07,Fruit
Tomato,45.38,2024-07-08,Vegetable
Potato,35.03,2024-07-08,Vegetable
Onion,34.69,2024-07-08,Vegetable
Carrot,25.9,2024-07-08,Vegetable
Cabbage,40.3,2024-07-08,Vegetable
Apple,62.24,2024-07-08,Fruit
Banana,108.23,2024-07-08,Fruit
Orange,81.77,2024-07-08,Fruit
Mango,50.4,2024-07-08,Fruit
Grapes,52.75,2024-07-08,Fruit
Tomato,59.49,2024-07-09,Vegetable
Potato,30.65,2024-07-09,Vegetable
Onion,49.39,2024-07-09,Vegetable
Carrot,30.71,2024-07-09,Vegetable
Cabbage,20.63,2024-07-09,Vegetable
Apple,112.07,2024-07-09,Fruit
Banana,82.78,2024-07-09,Fruit
Orange,41.41,2024-07-09,Fruit
Mango,106.56,2024-07-09,Fruit
Grapes,118.63,2024-07-09,Fruit
Tomato,27.32,2024-07-10,Vegetable
Potato,58.71,2024-07-10,Vegetable
Onion,25.22,2024-07-10,Vegetable
Carrot,24.55,2024-07-10,Vegetable
Cabbage,38.84,2024-07-10,Vegetable
Apple,53.28,2024-07-10,Fruit
Banana,46.72,2024-07-10,Fruit
Orange,96.06,2024-07-10,Fruit
Mango,73.57,2024-07-10,Fruit
Grapes,105.16,2024-07-10,Fruit
Tomato,32.37,2024-07-11,Vegetable
Potato,24.86,2024-07-11,Vegetable
Onion,55.58,2024-07-11,Vegetable
Carrot,38.02,2024-07-11,Vegetable
Cabbage,43.61,2024-07-11,Vegetable
Apple,70.16,2024-07-11,Fruit
Banana,101.63,2024-07-11,Fruit
Orange,72.9,2024-07-11,Fruit
Mango,112.8,2024-07-11,Fruit
Grapes,112.32,2024-07-11,Fruit
Tomato,51.45,2024-07-12,Vegetable
Potato,23.15,2024-07-12,Vegetable
Onion,45.23,2024-07-12,Vegetable
Carrot,42.94,2024-07-12,Vegetable
Cabbage,30.96,2024-07-12,Vegetable
Apple,97.15,2024-07-12,Fruit
Banana,76.8,2024-07-12,Fruit
Orange,69.44,2024-07-12,Fruit
Mango,86.51,2024-07-12,Fruit
Grapes,97.28,2024-07-12,Fruit
Tomato,27.13,2024-07-13,Vegetable
Potato,36.16,2024-07-13,Vegetable
Onion,53.98,2024-07-13,Vegetable
Carrot,46,2024-07-13,Vegetable
Cabbage,38.88,2024-07-13,Vegetable
Apple,87.45,2024-07-13,Fruit
Banana,92.15,2024-07-13,Fruit
Orange,93.34,2024-07-13,Fruit
Mango,41.94,2024-07-13,Fruit
Grapes,88.67,2024-07-13,Fruit
Tomato,33.97,2024-07-14,Vegetable
Potato,45.44,2024-07-14,Vegetable
Onion,28.71,2024-07-14,Vegetable
Carrot,44.25,2024-07-14,Vegetable
Cabbage,47.6,2024-07-14,Vegetable
Apple,96.81,2024-07-14,Fruit
Banana,103.46,2024-07-14,Fruit
Orange,109.2,2024-07-14,Fruit
Mango,93.28,2024-07-14,Fruit
Grapes,91.06,2024-07-14,Fruit
Tomato,42.08,2024-07-15,Vegetable
Potato,56.66,2024-07-15,Vegetable
Onion,59.32,2024-07-15,Vegetable
Carrot,26.88,2024-07-15,Vegetable
Cabbage,27.83,2024-07-15,Vegetable
Apple,115.74,2024-07-15,Fruit
Banana,73.46,2024-07-15,Fruit
Orange,99.9,2024-07-15,Fruit
Mango,119.41,2024-07-15,Fruit
Grapes,105.43,2024-07-15,Fruit
Tomato,40.08,2024-07-16,Vegetable
Potato,56.87,2024-07-16,Vegetable
Onion,24.09,2024-07-16,Vegetable
Carrot,32.79,2024-07-16,Vegetable
Cabbage,56.09,2024-07-16,Vegetable
Apple,83.72,2024-07-16,Fruit
Banana,81.69,2024-07-16,Fruit
Orange,95.22,2024-07-16,Fruit
Mango,47.27,2024-07-16,Fruit
Grapes,114.76,2024-07-16,Fruit
Tomato,37.4,2024-07-17,Vegetable
Potato,45.3,2024-07-17,Vegetable
Onion,49.71,2024-07-17,Vegetable
Carrot,45.28,2024-07-17,Vegetable
Cabbage,24.26,2024-07-17,Vegetable
Apple,42.86,2024-07-17,Fruit
Banana,47.12,2024-07-17,Fruit
Orange,72.4,2024-07-17,Fruit
Mango,88.04,2024-07-17,Fruit
Grapes,97.73,2024-07-17,Fruit
Tomato,36.79,2024-07-18,Vegetable
Potato,29.24,2024-07-18,Vegetable
Onion,40.38,2024-07-18,Vegetable
Carrot,43.61,2024-07-18,Vegetable
Cabbage,27.42,2024-07-18,Vegetable
Apple,88.69,2024-07-18,Fruit
Banana,62.8,2024-07-18,Fruit
Orange,41.65,2024-07-18,Fruit
Mango,81.92,2024-07-18,Fruit
Grapes,71,2024-07-18,Fruit
Tomato,52.13,2024-07-19,Vegetable
Potato,28.39,2024-07-19,Vegetable
Onion,24.31,2024-07-19,Vegetable
Carrot,54.4,2024-07-19,Vegetable
Cabbage,43.74,2024-07-19,Vegetable
Apple,80.12,2024-07-19,Fruit
Banana,108.4,2024-07-19,Fruit
Orange,72.91,2024-07-19,Fruit
Mango,114.61,2024-07-19,Fruit
Grapes,61.42,2024-07-19,Fruit
Tomato,46.34,2024-07-20,Vegetable
Potato,57.89,2024-07-20,Vegetable
Onion,59.23,2024-07-20,Vegetable
Carrot,24.05,2024-07-20,Vegetable
Cabbage,40.87,2024-07-20,Vegetable
Apple,54.52,2024-07-20,Fruit
Banana,43.9,2024-07-20,Fruit
Orange,79.06,2024-07-20,Fruit
Mango,56.52,2024-07-20,Fruit
Grapes,47.52,2024-07-20,Fruit
Tomato,40.01,2024-07-21,Vegetable
Potato,24.32,2024-07-21,Vegetable
Onion,23.37,2024-07-21,Vegetable
Carrot,40.05,2024-07-21,Vegetable
Cabbage,40.5,2024-07-21,Vegetable
Apple,114.23,2024-07-21,Fruit
Banana,116.79,2024-07-21,Fruit
Orange,89.64,2024-07-21,Fruit
Mango,118.15,2024-07-21,Fruit
Grapes,54.56,2024-07-21,Fruit
Tomato,34.39,2024-07-22,Vegetable
Potato,59.94,2024-07-22,Vegetable
Onion,59.88,2024-07-22,Vegetable
Carrot,52.18,2024-07-22,Vegetable
Cabbage,20.37,2024-07-22,Vegetable
Apple,70.06,2024-07-22,Fruit
Banana,109.53,2024-07-22,Fruit
Orange,43.88,2024-07-22,Fruit
Mango,116.58,2024-07-22,Fruit
Grapes,50.34,2024-07-22,Fruit
Tomato,23.1,2024-07-23,Vegetable
Potato,48.57,2024-07-23,Vegetable
Onion,59.58,2024-07-23,Vegetable
Carrot,55.46,2024-07-23,Vegetable
Cabbage,32,2024-07-23,Vegetable
Apple,60.27,2024-07-23,Fruit
Banana,110.67,2024-07-23,Fruit
Orange,49.82,2024-07-23,Fruit
Mango,87.52,2024-07-23,Fruit
Grapes,113.43,2024-07-23,Fruit
Tomato,25.5,2024-07-24,Vegetable
Potato,50.61,2024-07-24,Vegetable
Onion,34.98,2024-07-24,Vegetable
Carrot,22.13,2024-07-24,Vegetable
Cabbage,34.43,2024-07-24,Vegetable
Apple,88.62,2024-07-24,Fruit
Banana,68.9,2024-07-24,Fruit
Orange,113.69,2024-07-24,Fruit
Mango,99.28,2024-07-24,Fruit
Grapes,106.86,2024-07-24,Fruit
Tomato,56.48,2024-07-25,Vegetable
Potato,22.24,2024-07-25,Vegetable
Onion,56.03,2024-07-25,Vegetable
Carrot,25.5,2024-07-25,Vegetable
Cabbage,38.29,2024-07-25,Vegetable
Apple,60.81,2024-07-25,Fruit
Banana,55.98,2024-07-25,Fruit
Orange,58.84,2024-07-25,Fruit
Mango,98.06,2024-07-25,Fruit
Grapes,42.39,2024-07-25,Fruit
Tomato,33.89,2024-07-26,Vegetable
Potato,39.87,2024-07-26,Vegetable
Onion,43.55,2024-07-26,Vegetable
Carrot,44.41,2024-07-26,Vegetable
Cabbage,35.2,2024-07-26,Vegetable
Apple,73.53,2024-07-26,Fruit
Banana,57.76,2024-07-26,Fruit
Orange,68.81,2024-07-26,Fruit
Mango,82.72,2024-07-26,Fruit
Grapes,78.09,2024-07-26,Fruit
Tomato,22.89,2024-07-27,Vegetable
Potato,22.08,2024-07-27,Vegetable
Onion,48.49,2024-07-27,Vegetable
Carrot,32.97,2024-07-27,Vegetable
Cabbage,59.77,2024-07-27,Vegetable
Apple,111.99,2024-07-27,Fruit
